html_line,old_start,old_end,html_text,new_start,new_end,new_text,match_score,txt_match,txt_score,is_scripture,flag,notes
1672,4318,4361,"The sheva theme is everywhere in this melody cycle. The Creation notes opens with Hagar and Ishmael at Beer-Sheva, the Well of Seven. The middle section with Avimelek takes place at Beer-Sheva, centered on an oath, a sheva. Then, after the mountain in Moriah, the literary unit ends with Avraham dwelling in Beer-Sheva. The start, middle, and end are all at Beer-Sheva. Everything points to Yahweh’s culminating sheva, His oath. In addition to the location, there are more sheva words used in Genesis 21-22 than you might guess. The numbers tell the story:",4531,4541,"Then after the mountain in Mariah, the literary unit ends with Abraham dwelling at Bear Shiva. The start, middle, and end are all at Bear Shiva.",0.499,"The sheva theme is everywhere in this melody cycle. The Creation notes opens with Hagar and Ishmael at Beer-Sheva, the Well of Seven. The middle section with Avimelek takes place at Beer-Sheva, centered on an oath, a sheva. Then, after the mountain in Moriah, the literary unit ends with Avraham dwelling in Beer-Sheva. The start, middle, and end are all at Beer-Sheva. Everything points to Yahweh's culminating sheva, His oath. In addition to the location, there are more sheva words used in Genesis 21-22 than you might guess. The numbers tell the story:",1.000,,MANUAL_REVIEW,
1681,4361,4376,And if you focus on only the use of sheva words in cycles 3-7 with Avraham it becomes clear that the authors have intentionally marked this round of the melody as the Sheva Cycle.,4563,4575,"If you focus on only the use of Shiva words in cycles 3-7 with Abraham, it becomes clear that the authors have intentionally marked this round of the melody as the Shiva cycle.",0.971,And if you focus on only the use of sheva words in cycles three to seven with Avraham it becomes clear that the authors have intentionally marked this round of the melody as the Sheva Cycle.,0.956,,OK,
1683,4376,4397,"By modern writing standards, the repeated use of sheva borders on excessive, but that’s exactly the point. Listeners would hear the word as prominent. Let’s look at one example from Genesis 21:28-32, a “seemingly” insignificant passage.",4586,4593,"By modern standards, the repeated use of Shiva borders on excessive, but that's exactly the point.",0.738,,0.517,,LOW_CONFIDENCE+WHISPER_CHECK,
1685,4433,4439,"The authors use extra sheva, שבע, words surrounding being a witness . That’ll preach!",4663,4668,"The authors use extra Shiva words surrounding being a witness, that'll breach.",0.948,"The authors use extra sheva, שבע, words surrounding being a witness. That’ll preach!",1.000,,TEXT_CHANGED,
1688,4439,4454,"I’ll let you be the judge, did these authors realize this was also the seventh cycle of the melody if you’ve been counting from the beginning? It is the highly structured Word of God given to us by humans working with the Spirit after all. 1",4670,4676,"I'll let you judge, did these authors realize this was also the seventh cycle, the melody if you've been counting from the beginning?",0.735,"I’ll let you be the judge, did these authors realize this was also the seventh cycle of the melody if you’ve been counting from the beginning? How did they know, even then, to write the text in this way? It is the highly structured Word of God given to us by humans working with the Spirit after all.1 The seventh culminating oath cycle points to Jesus like none other. I’m beginning to believe Luke 24 that this whole story is about Him.",0.709,,LOW_CONFIDENCE,
1688,4454,4467,The seventh culminating oath cycle points to Jesus like none other. I’m beginning to believe Luke 24 that this whole story is about Jesus.,4689,4694,The seventh culminating oath cycle points to Jesus like none other.,0.970,,0.463,,TEXT_CHANGED+WHISPER_CHECK,
1689,4467,4469,Your Next Steps,4702,4703,Your next steps.,1.000,Your Next Steps,1.000,,HEADING_SKIP,
1690,4469,4529,"To learn more about the melody, if you can find a group of people that like to read the Bible, don’t passively read anything else from us. Go do it! 4 Read directly from God what the Spirit has breathed. 11 Grab a friend, sit down with your family, or work with a small group to read Genesis 1-23 again, listening for the melody woven throughout these narratives. Use any translation you like. For my group, we use the BibleProject Classroom translations. They are colorful, hyperliteral translations that help us see the structure behind the Wisdom of God. In the past, we have used a website I made, https://thegenesismelody.web.app/reader , which links to those Classroom translations. Today, however, they are available in a new beautiful format right within the BibleProject app. We hope you and your group can DELIGHT in using it (inside joke, just go with it).",4704,4713,"To learn more about the melody, if you can find a group of people that like to read the Bible, don't passively read anything from us, go do it!",0.371,"To learn more about the melody, if you can find a group of people that like to read the Bible, don’t passively read anything else from us. Go do it!4 Read directly from God what the Spirit has breathed.11 Grab a friend, sit down with your family, or work with a small group to read Genesis 1-23 again, listening for the melody woven throughout these narratives. Use any translation you like. For my group, we use the BibleProject Classroom translations. They are colorful, hyperliteral translations that help us see the structure behind the Wisdom of God. In the past, we have used a website I made, https://thegenesismelody.web.app/avraham.html, which links to those Classroom translations. Today, however, they are available in a new beautiful format right within the BibleProject app.  We hope you and your group can DELIGHT in using it (inside joke, just go with it).",0.989,,MANUAL_REVIEW,
1708,4529,4557,"If you do find yourself in a situation where you don’t have people around you today that you can read the Bible with, then spend time watching and learning from the Genesis Classroom courses. Start at the beginning with Heaven and Earth and make sure you get all the way to Jacob , then re-read this guide. They will change the way you read the rest of the story! Just visit https://bibleproject.com/classroom/ on the website or use our mobile app.",4760,4771,"If you do find yourself in a situation where you don't have people around you today that you can read the Bible with, then spend time watching and learning from the Genesis Classroom courses.",0.817,"If you do find yourself in a situation where you don’t have people around you today that you can read the Bible with, then spend time watching and learning from the Genesis Classroom courses. Start at the beginning with Heaven and Earth and make sure you get all the way to Jacob, then re-read this guide. They will change the way you read the rest of the story! Just visit https://bibleproject.com/classroom/ on the website or use our mobile app.",1.000,,LOW_CONFIDENCE,
1718,4557,4577,"Have fun falling in love with these amazing, and sometimes challenging, texts. When you approach the rest of the Hebrew Bible and the New Testament, what you get out of it depends a lot on the reading skills you have developed. Becoming a better community of receivers takes work, but it’s worth it.",4790,4795,Have fun following them love with these amazing and sometimes challenging texts.,0.734,,0.540,,LOW_CONFIDENCE+WHISPER_CHECK,
1724,4577,4602,"We all learn differently, but establish a foundation with the Bible’s introduction and it will help so many stories lock into place. For example, when you read in John 20:22 that Jesus “breathed on them,” you’ll see even more. Why did he breathe on them? That’s weird right? Nope.",4811,4819,"We all learn differently, but establish a foundation with the Bible's introduction, and it will help so many stories lock into place.",0.991,,0.505,,TEXT_CHANGED+WHISPER_CHECK,
1730,4602,4618,"Jesus knows The Genesis Melody. He is symbolically replaying Creation and empowering them to live it out. His Ruakh will be with the remnant as they partner with Him to bring about creation, life, and blessing to the next generation.",4830,4850,"Nope. Jesus knows the Genesis melody. He is symbolically replaying creation and empowering them to live it out. His Rua will be with the remnant as they partner with Him to bring about creation, life, and blessing to the next generation.",0.985,,0.449,,OK+WHISPER_CHECK,
1737,4618,4646,"By spending time meditating on the Bible’s introduction, we’ve already begun to know|love Him more. Of course, real change comes when you personally partner with God and live it out by loving your neighbor, the image of God sitting right next to you. This is a test we all know is coming. What will it reveal in you that is already present?",4851,4858,"By spending time meditating on the Bible's introduction, we've already begun to know love Him more.",0.845,"By spending time meditating on the Bible’s introduction, we’ve already begun to know|love Him more. Of course, real change comes when you personally partner with God and live it out by loving your neighbor, the image of God sitting right next to you. This is a test we all know is coming. What will it reveal in you that is already present?",1.000,,LOW_CONFIDENCE,
1745,4646,4648,Closing Thoughts,4298,4299,God really loves you.,0.333,Closing Thoughts,1.000,,HEADING_SKIP,
1746,4648,4650,A Short Farewell Prayer,4321,4323,Shouldn't we just receive the free gift?,0.361,A Short Farewell Prayer,1.000,,HEADING_SKIP,
1748,4650,4657,As the thief said on the cross:,4016,4020,Then a replay of the seventh cycle collapse at the cross.,0.512,As the thief said on the cross:,1.000,,MANUAL_REVIEW,
1749,4650,4657,"Jesus, remember 8 us when You come into Your kingdom.",4877,4888,"Closing thoughts, a short farewell prayer, as the thief sat on the cross, Jesus, remember us when you come into your kingdom.",0.573,"Jesus, remember8 us when You come into Your kingdom.",0.990,,MANUAL_REVIEW,
1752,4657,4660,We choose to follow you. Let’s do it again!,4889,4893,We choose to follow you. Let's do it again.,1.000,We choose to follow you. Let’s do it again!,1.000,,OK,
